component_id,lot_id,component_type,iddq_0h_uA,iddq_24h_uA,early_iddq_change_uA,drift_0_24_uA_per_h,anomaly_score,current_anomaly_level,predicted_168h_uA,prediction_lower_uA,prediction_upper_uA,absolute_limit_uA,predicted_limit_margin_uA,upper_limit_margin_uA,predicted_limit_utilization_percent,upper_limit_utilization_percent,prediction_interval_width_uA,predicted_drift_rate,safety_slope,drift_slope_excess,future_drift_risk,risk_score,final_risk_level,final_decision,primary_risk_driver,evidence_summary,screening_category,screening_recommendation,detailed_explanation
C060027,LOT-006,IC_A,25.204,38.041,12.836999999999996,0.5348749999999999,1.0,HIGH,69.85620716612557,66.2007100827799,73.51170424947124,50.0,-19.85620716612557,-23.511704249471236,139.71241433225114,147.02340849894247,7.31099416669133,0.2657869474174141,0.0078669642857142,0.2579199831316998,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C060027 has been classified as CRITICAL risk. Early Iddq changed from 25.20 µA at 0h to 38.04 µA at 24h. The early drift rate is 0.5349 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 69.86 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 19.86 µA above the limit. The 90% prediction interval is approximately 66.20 to 73.51 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
C010280,LOT-001,IC_A,24.109,37.748,13.638999999999996,0.5682916666666665,1.0,HIGH,68.7223817001262,65.06688461678054,72.37787878347187,50.0,-18.722381700126206,-22.37787878347187,137.4447634002524,144.75575756694374,7.31099416669133,0.2655558434531321,0.0078669642857142,0.2576888791674179,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C010280 has been classified as CRITICAL risk. Early Iddq changed from 24.11 µA at 0h to 37.75 µA at 24h. The early drift rate is 0.5683 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 68.72 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 18.72 µA above the limit. The 90% prediction interval is approximately 65.07 to 72.38 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
C060457,LOT-006,IC_A,26.366,39.809,13.442999999999998,0.5601249999999999,1.0,HIGH,70.8653261244034,67.20982904105773,74.52082320774906,50.0,-20.865326124403396,-24.52082320774906,141.7306522488068,149.04164641549812,7.31099416669133,0.2648769412166868,0.0078669642857142,0.2570099769309726,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C060457 has been classified as CRITICAL risk. Early Iddq changed from 26.37 µA at 0h to 39.81 µA at 24h. The early drift rate is 0.5601 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 70.87 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 20.87 µA above the limit. The 90% prediction interval is approximately 67.21 to 74.52 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
C050139,LOT-005,IC_A,27.039,41.247,14.207999999999998,0.592,1.0,HIGH,71.50467863243014,67.84918154908448,75.16017571577581,50.0,-21.504678632430142,-25.160175715775807,143.00935726486028,150.32035143155161,7.31099416669133,0.2646766585263699,0.0078669642857142,0.2568096942406556,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C050139 has been classified as CRITICAL risk. Early Iddq changed from 27.04 µA at 0h to 41.25 µA at 24h. The early drift rate is 0.5920 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 71.50 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 21.50 µA above the limit. The 90% prediction interval is approximately 67.85 to 75.16 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
C030104,LOT-003,IC_A,26.251,38.255,12.004000000000001,0.5001666666666668,1.0,HIGH,70.51540615719696,66.8599090738513,74.17090324054263,50.0,-20.515406157196963,-24.17090324054263,141.03081231439393,148.34180648108526,7.31099416669133,0.2634786080785533,0.0078669642857142,0.255611643792839,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C030104 has been classified as CRITICAL risk. Early Iddq changed from 26.25 µA at 0h to 38.26 µA at 24h. The early drift rate is 0.5002 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 70.52 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 20.52 µA above the limit. The 90% prediction interval is approximately 66.86 to 74.17 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
C020041,LOT-002,IC_A,27.055,40.477,13.421999999999997,0.5592499999999999,1.0,HIGH,71.30213351239044,67.64663642904478,74.9576305957361,50.0,-21.30213351239044,-24.957630595736106,142.60426702478088,149.9152611914722,7.31099416669133,0.2633757947166097,0.0078669642857142,0.2555088304308955,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C020041 has been classified as CRITICAL risk. Early Iddq changed from 27.05 µA at 0h to 40.48 µA at 24h. The early drift rate is 0.5592 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 71.30 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 21.30 µA above the limit. The 90% prediction interval is approximately 67.65 to 74.96 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
C030363,LOT-003,IC_A,26.092,38.46,12.368000000000002,0.5153333333333334,1.0,HIGH,70.3339668466811,66.67846976333543,73.98946393002676,50.0,-20.333966846681093,-23.98946393002676,140.6679336933622,147.97892786005352,7.31099416669133,0.2633450407540541,0.0078669642857142,0.2554780764683398,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C030363 has been classified as CRITICAL risk. Early Iddq changed from 26.09 µA at 0h to 38.46 µA at 24h. The early drift rate is 0.5153 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 70.33 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 20.33 µA above the limit. The 90% prediction interval is approximately 66.68 to 73.99 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
C070007,LOT-007,IC_A,24.626,36.499,11.873000000000001,0.4947083333333333,1.0,HIGH,68.74357316107498,65.08807607772931,72.39907024442064,50.0,-18.743573161074977,-22.399070244420642,137.48714632214995,144.79814048884128,7.31099416669133,0.2626046021492558,0.0078669642857142,0.2547376378635415,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C070007 has been classified as CRITICAL risk. Early Iddq changed from 24.63 µA at 0h to 36.50 µA at 24h. The early drift rate is 0.4947 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 68.74 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 18.74 µA above the limit. The 90% prediction interval is approximately 65.09 to 72.40 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
C070162,LOT-007,IC_A,26.019,36.542,10.523000000000003,0.4384583333333334,1.0,HIGH,70.00569594868324,66.35019886533757,73.6611930320289,50.0,-20.00569594868324,-23.661193032028905,140.01139189736648,147.3223860640578,7.31099416669133,0.2618255711231145,0.0078669642857142,0.2539586068374003,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C070162 has been classified as CRITICAL risk. Early Iddq changed from 26.02 µA at 0h to 36.54 µA at 24h. The early drift rate is 0.4385 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 70.01 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 20.01 µA above the limit. The 90% prediction interval is approximately 66.35 to 73.66 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
C010437,LOT-001,IC_A,26.812,39.791,12.978999999999996,0.5407916666666664,1.0,HIGH,70.55824137485432,66.90274429150865,74.21373845819998,50.0,-20.55824137485432,-24.213738458199984,141.11648274970864,148.42747691639997,7.31099416669133,0.2603942938979424,0.0078669642857142,0.2525273296122281,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C010437 has been classified as CRITICAL risk. Early Iddq changed from 26.81 µA at 0h to 39.79 µA at 24h. The early drift rate is 0.5408 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 70.56 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 20.56 µA above the limit. The 90% prediction interval is approximately 66.90 to 74.21 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
C050283,LOT-005,IC_A,26.615,37.645,11.030000000000005,0.4595833333333335,1.0,HIGH,69.97292462391778,66.31742754057211,73.62842170726344,50.0,-19.972924623917777,-23.628421707263442,139.94584924783555,147.25684341452688,7.31099416669133,0.2580828846661773,0.0078669642857142,0.250215920380463,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C050283 has been classified as CRITICAL risk. Early Iddq changed from 26.61 µA at 0h to 37.65 µA at 24h. The early drift rate is 0.4596 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 69.97 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 19.97 µA above the limit. The 90% prediction interval is approximately 66.32 to 73.63 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
C020115,LOT-002,IC_A,24.02,39.002,14.982000000000003,0.6242500000000001,1.0,HIGH,67.1865427588383,63.53104567549264,70.84203984218396,50.0,-17.1865427588383,-20.842039842183965,134.3730855176766,141.68407968436793,7.310994166691323,0.256943706897847,0.0078669642857142,0.2490767426121327,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C020115 has been classified as CRITICAL risk. Early Iddq changed from 24.02 µA at 0h to 39.00 µA at 24h. The early drift rate is 0.6243 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 67.19 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 17.19 µA above the limit. The 90% prediction interval is approximately 63.53 to 70.84 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
C010037,LOT-001,IC_A,26.845,37.753,10.908000000000001,0.4545,1.0,HIGH,69.87978795625904,66.22429087291337,73.5352850396047,50.0,-19.879787956259037,-23.5352850396047,139.75957591251807,147.0705700792094,7.31099416669133,0.2561594521205895,0.0078669642857142,0.2482924878348752,HIGH,100.0,CRITICAL,IMMEDIATE_REVIEW,PREDICTED_FUTURE_FAILURE,Multiple early anomaly indicators triggered | Iddq increased between 0h and 24h | Predicted 168h Iddq exceeds specification limit | Upper prediction bound reaches or exceeds specification limit | Predicted future drift exceeds dynamic safety boundary,IMMEDIATE_REVIEW,IMMEDIATE ENGINEERING REVIEW: Prioritize this component for confirmatory screening and investigate the predicted future failure risk.,Component C010037 has been classified as CRITICAL risk. Early Iddq changed from 26.84 µA at 0h to 37.75 µA at 24h. The early drift rate is 0.4545 µA/hour. Current anomaly level is HIGH with an anomaly evidence score of 1.00. The model predicts 69.88 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction is 19.88 µA above the limit. The 90% prediction interval is approximately 66.22 to 73.54 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: IMMEDIATE_REVIEW.
